"","start_week","week_num","year","age_group","n"
"1241",2023-06-12,NA,NA,"5-17",243
"1242",2023-06-12,NA,NA,"18-49",11
"1243",2023-06-12,NA,NA,"50-64",14
"1244",2023-06-12,NA,NA,"65+",22
"1245",2023-06-19,NA,NA,"<1",188
"1246",2023-06-19,NA,NA,"1-4",283
"1247",2023-06-19,NA,NA,"5-17",241
"1248",2023-06-19,NA,NA,"18-49",12
"1249",2023-06-19,NA,NA,"50-64",4
"1250",2023-06-19,NA,NA,"65+",22
"1251",2023-06-26,NA,NA,"<1",156
"1252",2023-06-26,NA,NA,"1-4",197
"1253",2023-06-26,NA,NA,"5-17",179
"1254",2023-06-26,NA,NA,"18-49",15
"1255",2023-06-26,NA,NA,"50-64",3
"1256",2023-06-26,NA,NA,"65+",20
"1257",2023-07-03,NA,NA,"<1",151
"1258",2023-07-03,NA,NA,"1-4",178
"1259",2023-07-03,NA,NA,"5-17",142
"1260",2023-07-03,NA,NA,"18-49",15
"1261",2023-07-03,NA,NA,"50-64",7
"1262",2023-07-03,NA,NA,"65+",16
"1263",2023-07-10,NA,NA,"<1",114
"1264",2023-07-10,NA,NA,"1-4",154
"1265",2023-07-10,NA,NA,"5-17",130
"1266",2023-07-10,NA,NA,"18-49",5
"1267",2023-07-10,NA,NA,"50-64",6
"1268",2023-07-10,NA,NA,"65+",26
"1269",2023-07-17,NA,NA,"<1",82
"1270",2023-07-17,NA,NA,"1-4",142
"1271",2023-07-17,NA,NA,"5-17",103
"1272",2023-07-17,NA,NA,"18-49",2
"1273",2023-07-17,NA,NA,"50-64",4
"1274",2023-07-17,NA,NA,"65+",13
"1275",2023-07-24,NA,NA,"<1",64
"1276",2023-07-24,NA,NA,"1-4",86
"1277",2023-07-24,NA,NA,"5-17",83
"1278",2023-07-24,NA,NA,"18-49",5
"1279",2023-07-24,NA,NA,"50-64",4
"1280",2023-07-24,NA,NA,"65+",17
"1281",2023-07-31,NA,NA,"<1",54
"1282",2023-07-31,NA,NA,"1-4",75
"1283",2023-07-31,NA,NA,"5-17",70
"1284",2023-07-31,NA,NA,"18-49",7
"1285",2023-07-31,NA,NA,"65+",7
"1286",2023-08-07,NA,NA,"<1",35
"1287",2023-08-07,NA,NA,"1-4",72
"1288",2023-08-07,NA,NA,"5-17",66
"1289",2023-08-07,NA,NA,"18-49",2
"1290",2023-08-07,NA,NA,"50-64",2
"1291",2023-08-07,NA,NA,"65+",4
"1292",2023-08-14,NA,NA,"<1",38
"1293",2023-08-14,NA,NA,"1-4",50
"1294",2023-08-14,NA,NA,"5-17",61
"1295",2023-08-14,NA,NA,"50-64",3
"1296",2023-08-14,NA,NA,"65+",10
"1297",2023-08-21,NA,NA,"<1",29
"1298",2023-08-21,NA,NA,"1-4",39
"1299",2023-08-21,NA,NA,"5-17",49
"1300",2023-08-21,NA,NA,"18-49",3
"1301",2023-08-21,NA,NA,"50-64",2
"1302",2023-08-21,NA,NA,"65+",7
"1303",2023-08-28,NA,NA,"<1",20
"1304",2023-08-28,NA,NA,"1-4",41
"1305",2023-08-28,NA,NA,"5-17",41
"1306",2023-08-28,NA,NA,"18-49",5
"1307",2023-08-28,NA,NA,"50-64",3
"1308",2023-08-28,NA,NA,"65+",1
"1309",2023-09-04,NA,NA,"<1",19
"1310",2023-09-04,NA,NA,"1-4",34
"1311",2023-09-04,NA,NA,"5-17",44
"1312",2023-09-04,NA,NA,"18-49",2
"1313",2023-09-04,NA,NA,"50-64",1
"1314",2023-09-04,NA,NA,"65+",2
"1315",2023-09-11,NA,NA,"<1",27
"1316",2023-09-11,NA,NA,"1-4",35
"1317",2023-09-11,NA,NA,"5-17",39
"1318",2023-09-11,NA,NA,"50-64",2
"1319",2023-09-18,NA,NA,"<1",28
"1320",2023-09-18,NA,NA,"1-4",21
"1321",2023-09-18,NA,NA,"5-17",43
"1322",2023-09-18,NA,NA,"65+",3
"1323",2023-09-25,NA,NA,"<1",30
"1324",2023-09-25,NA,NA,"1-4",26
"1325",2023-09-25,NA,NA,"5-17",31
"1326",2023-09-25,NA,NA,"18-49",1
"1327",2023-10-02,NA,NA,"<1",27
"1328",2023-10-02,NA,NA,"1-4",28
"1329",2023-10-02,NA,NA,"5-17",30
"1330",2023-10-09,NA,NA,"<1",35
"1331",2023-10-09,NA,NA,"1-4",30
"1332",2023-10-09,NA,NA,"5-17",32
"1333",2023-10-09,NA,NA,"18-49",1
"1334",2023-10-09,NA,NA,"65+",2
"1335",2023-10-16,NA,NA,"<1",17
"1336",2023-10-16,NA,NA,"1-4",32
"1337",2023-10-16,NA,NA,"5-17",41
"1338",2023-10-16,NA,NA,"65+",3
"1339",2023-10-23,NA,NA,"<1",35
"1340",2023-10-23,NA,NA,"1-4",40
"1341",2023-10-23,NA,NA,"5-17",34
"1342",2023-10-23,NA,NA,"18-49",2
"1343",2023-10-23,NA,NA,"50-64",2
"1344",2023-10-23,NA,NA,"65+",4
"1345",2023-10-30,NA,NA,"<1",20
"1346",2023-10-30,NA,NA,"1-4",23
"1347",2023-10-30,NA,NA,"5-17",34
"1348",2023-10-30,NA,NA,"50-64",1
"1349",2023-10-30,NA,NA,"65+",2
"1350",2023-11-06,NA,NA,"<1",27
"1351",2023-11-06,NA,NA,"1-4",37
"1352",2023-11-06,NA,NA,"5-17",37
"1353",2023-11-06,NA,NA,"65+",4
"1354",2023-11-13,NA,NA,"<1",19
"1355",2023-11-13,NA,NA,"1-4",23
"1356",2023-11-13,NA,NA,"5-17",24
"1357",2023-11-20,NA,NA,"<1",21
"1358",2023-11-20,NA,NA,"1-4",20
"1359",2023-11-20,NA,NA,"5-17",41
"1360",2023-11-20,NA,NA,"65+",2
"1361",2023-11-27,NA,NA,"<1",25
"1362",2023-11-27,NA,NA,"1-4",34
"1363",2023-11-27,NA,NA,"5-17",35
"1364",2023-11-27,NA,NA,"18-49",1
"1365",2023-11-27,NA,NA,"65+",1
"1366",2023-12-04,NA,NA,"<1",34
"1367",2023-12-04,NA,NA,"1-4",40
"1368",2023-12-04,NA,NA,"5-17",31
"1369",2023-12-04,NA,NA,"65+",2
"1370",2023-12-11,NA,NA,"<1",41
"1371",2023-12-11,NA,NA,"1-4",42
"1372",2023-12-11,NA,NA,"5-17",46
"1373",2023-12-11,NA,NA,"50-64",1
"1374",2023-12-11,NA,NA,"65+",3
"1375",2023-12-18,NA,NA,"<1",30
"1376",2023-12-18,NA,NA,"1-4",22
"1377",2023-12-18,NA,NA,"5-17",29
"1378",2023-12-25,NA,NA,"<1",18
"1379",2023-12-25,NA,NA,"1-4",23
"1380",2023-12-25,NA,NA,"5-17",21
"1381",2023-12-25,NA,NA,"65+",4
"1382",2024-01-01,NA,NA,"<1",10
"1383",2024-01-01,NA,NA,"1-4",14
"1384",2024-01-01,NA,NA,"5-17",18
"1385",2024-01-01,NA,NA,"18-49",1
"1386",2024-01-01,NA,NA,"50-64",4
"1387",2024-01-01,NA,NA,"65+",2
"1388",2024-01-08,NA,NA,"<1",1
"1389",2024-01-08,NA,NA,"5-17",1
